取込対象	内部振替	OCR元ファイルID	OCR元ファイル名	ページ	行番号	日付	金額	摘要	相手	科目	OCR方式
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	43	2455	2026-02-27	351028	東邦自動車㈱ 1月分 東邦自動車㈱ 1月分	広島銀行② 車両	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	43	2456	2026-02-27	172271	㈱福山自動車用品商会 1月分 ㈱福山自動車用品商会 1月分	広島銀行② 車両	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	43	2457	2026-02-27	63800	㈱ﾏｳﾝﾄﾌﾞｯｸ 1月分 ㈱ﾏｳﾝﾄﾌﾞｯｸ 1月分	広島銀行② 車両	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	43	2458	2026-02-27	128167	ﾘｺｰｼﾞｬﾊﾟﾝ㈱ 1月分 ﾘｺｰｼﾞｬﾊﾟﾝ㈱ 1月分	中国銀行 ﾘｺｰ 本社 仕共内10	事務所維持費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	43	2460	2026-02-27	67440	本社 賃借料 住吉町家賃（三和	吉町家賃 もみじ福山支店	DF.ア－クシステムSP 三和地所様 住 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	43	2411	2026-02-28	500000	㈱ﾈｵｸﾞﾘｯﾄ様 ZN6CW82C007437795 ㈱ﾈｵｸﾞﾘｯﾄ様 ZN6CW82C007437795	広島銀行② その他	前受金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	43	2398	2026-03-02	32575	融資利息 融資利息	もみじ福山支店 支払利息34 本社	支払利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	43	2399	2026-03-02	2200	ﾋﾞｰﾌｨｰﾙﾄﾞ ﾋﾞｰﾌｨｰﾙﾄﾞ	もみじ福山支店 コアシステムス゛本社 仕共内10	事務所維持費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	43	2414	2026-03-02	122630	CB リース料（販） その他	W82C007437795 中国銀行	ﾘｰｽ ㈱NEO-GRIT様 ｼﾞｬｶﾞｰFﾍﾟｰｽ ZN6C 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	43	2419	2026-03-02	8000000	14,371,912 006754	広島銀行② 車両	齋藤誠様 ﾍﾞﾝﾄﾚｰｺﾝﾁﾈﾝﾀﾙ AzureV8 PC 齋藤誠様 ﾍﾞﾝﾄﾚｰｺﾝﾁﾈﾝﾀﾙ AzureV8 PC 03/03 売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	43	2425	2026-03-02	582140	社会保険料 R8.1月分 社会保険料 R8.1月分	笠岡信用組合 社会保険料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	43	2431	2026-03-02	71976	ﾄﾖﾀﾌｧｲﾅﾝｽ ｶﾞｿﾘﾝ代、他 CB 燃料費 軽油税31	もみじ福山支店	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	43	2471	2026-03-02	147630	長期借入金 笠信 1,500万（R8.1～ 長期借入金 笠信1500万円	笠岡信用組合	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	43	2472	2026-03-02	367098	長期借入金 政策253,000	万 笠岡信用組合	長期借入金 日本政策金融公庫 6,000 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	43	2473	2026-03-02	1710505	長期借入金 政策1,179,000	0万 笠岡信用組合	長期借入金 日本政策金融公庫 2億795 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	43	2474	2026-03-02	515540	笠信ｺﾛﾅ 3000（492） 長期借入金 笠信ｺﾛﾅ3000(492)	笠岡信用組合	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	43	2523	2026-03-02	386306	長期借入金 笠信長期4000保証	会 笠岡信用組合	笠信 長期借入金 4.000万円 保証協 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	43	2525	2026-03-02	93972	笠信 貸付利息 7000万円 笠信 貸付利息 7000万円	笠岡信用組合 その他	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	43	2526	2026-03-02	1643852	長期借入金 笠信 2億6,000万 長期借入金 笠信 2600千万	笠岡信用組合	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	43	2527	2026-03-02	207123		じより笠信へ引落変更分） じより笠信へ引落変更分） 笠岡信用組合 その他	日本政策金融公庫 利息分（8/29～もみ 日本政策金融公庫 利息分（8/29～もみ 未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	43	2423	2026-03-04	53240	ﾘｺｰﾘｰｽ PCﾘｰｽ料 各店舗 本社 リース料（販） リコーリース31	もみじ福山支店	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	43	2424	2026-03-04	88000	未来経営福山事務所 2月分 未来経営福山事務所 2月分	笠岡信用組合 本社 仕共内10	顧問料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	44	2426	2026-03-04	80085		明文様､他 中国銀行	三井住友海上火災保険㈱ 自賠責 宮崎 03/05 諸口	embedded_text
N	Y	140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	44	2461	2026-03-06	2000000	広銀蔵王より資金移動 広銀蔵王よりもみじへ資金移動	もみじ福山支店 広島(蔵王) CB	普通預金(入金)	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	44	2465	2026-03-09	3026	笠信 決算利息 笠信 決算利息	笠岡信用組合 預金利息12 本社 売非課税	受取利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	44	2467	2026-03-09	3754	広銀 受取利息 広銀 受取利息	広島銀行② 預金利息12 本社 売非課税	受取利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	44	2469	2026-03-09	1210	手数料 法人IB 手数料 法人IB	広島信用金庫 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	44	2481	2026-03-09	3000000	該当なし カ)ブリツジ 該当なし カ)ブリツジ	笠岡信用組合	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	44	2482	2026-03-09	3000000	該当なし EBフリコミ 該当なし EBフリコミ	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	44	2490	2026-03-10	442919	該当なし トラストクラブ 該当なし トラストクラブ	笠岡信用組合	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	44	2493	2026-03-10	1650	B-WEB基本手数料 B-WEB基本手数料	広島銀行② 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	44	2494	2026-03-10	2530	B-WEB伝送基本手数料 B-WEB伝送基本手数料	広島銀行② 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	44	2495	2026-03-10	16280	B-WEB振込手数料 B-WEB振込手数料	広島銀行② 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	44	2504	2026-03-10	3850	FBｻｰﾋﾞｽ手数料 FBｻｰﾋﾞｽ手数料	中国銀行 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	44	2505	2026-03-10	2310	振込手数料 振込手数料	もみじ福山支店 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	44	2506	2026-03-10	3630	IB手数料 IB手数料	もみじ福山支店 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	44	2507	2026-03-10	913495	該当なし 口座振替4 トラストクラブ 該当なし 口座振替4 トラストクラブ	もみじ福山支店	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	44	2508	2026-03-10	989959	該当なし 口座振替4 トラストクラブ 該当なし 口座振替4 トラストクラブ	もみじ福山支店	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	44	2509	2026-03-10	150000	㈱橋本商事 (㈱A’crews) ㈱橋本商事 (㈱A’crews)	広島銀行② その他	売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	44	2579	2026-03-10	72800	住民税 福山市 2026/02月分 住民税 福山市 2026/02月分	広島銀行② 住民税	預り金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	44	2580	2026-03-10	700000	橋本祥子取締役 仮受金 橋本祥子取締役 仮受金	笠岡信用組合	仮受金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	44	2581	2026-03-10	134892	給与 但井智哉 2月分 給与 但井智哉 2月分	笠岡信用組合 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	44	2582	2026-03-10	118824	給与 藤本吉則 2月分 給与 藤本吉則 2月分	笠岡信用組合 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	44	2583	2026-03-10	100000	銚子部長 銚子部長	広島銀行② NPO法人	仮払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	44	2584	2026-03-10	148183	給与 宮崎亜希子 2月分 給与 宮崎亜希子 2月分	笠岡信用組合 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	44	2585	2026-03-10	246546	給与 橋本慎吾社長 2月分 給与 橋本慎吾社長 2月分	笠岡信用組合 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	44	2586	2026-03-10	444969	髙田自動車 2月分 髙田自動車 2月分	広島銀行② 高田	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	44	2587	2026-03-10	130000	給与 桒原裕樹 2月分 給与 桒原裕樹 2月分	広島銀行② 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	45	2588	2026-03-10	325364	給与 桒原裕樹 2月分 給与 桒原裕樹 2月分	広島銀行② 給料	未払金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	45	2589	2026-03-10	14600	田中賢治様 ﾘｰｽ料 田中賢治様 ﾘｰｽ料	広島銀行② 田中賢治シェア31 CB 免80仕課内10	リース料（販）	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	45	2590	2026-03-10	32676781		11-R8/7/31 11-R8/7/31 笠岡信用組合 笠信 3,300万	手形貸付 短期借入 3,300万円 R8/3/ 手形貸付 短期借入 3,300万円 R8/3/ 03/11 短期借入金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	45	2591	2026-03-10	10000	笠信 収入印紙 手形貸付 3,300万 笠信 収入印紙 手形貸付 3,300万	笠岡信用組合 印紙 本社	租税公課	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	45	2592	2026-03-10	4272	ｱｽｸﾙ 2月 天然水､他 CB 販売促進費 その他	広島銀行②	諸口	embedded_text
N	Y	140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	45	2513	2026-03-12	10000000	笠信より広銀本社へ資金移動 広銀本社へ資金移動	広島銀行② 笠岡信用組合	普通預金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	45	2514	2026-03-12	330	手数料 手数料	笠岡信用組合 課税31 本社 仕課内10	支払手数料	embedded_text
N	Y	140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	45	2515	2026-03-12	10000000	笠信より広銀本社へ資金移動② 広銀本社へ資金移動②	広島銀行② 笠岡信用組合	普通預金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	45	2516	2026-03-12	330	手数料 手数料	笠岡信用組合 課税31 本社 仕共内10	支払手数料	embedded_text
N	Y	140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	45	2517	2026-03-12	100000	笠信より小口現金へ資金移動 笠信より小口現金へ資金移動	笠岡信用組合 蔵王	小口現金BR	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	45	2520	2026-03-12	17008400		C006754 C006754 広島銀行② 車両	ｼﾞｬｯｸｽ 斎藤誠様 ﾍﾞﾝﾄﾚｰ ｺﾝﾁﾈﾝﾀﾙ P ｼﾞｬｯｸｽ 斎藤誠様 ﾍﾞﾝﾄﾚｰ ｺﾝﾁﾈﾝﾀﾙ P 買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	45	2522	2026-03-12	73425		ﾌﾞﾘｯｼﾞ 三宅修司 陶山哲宏 三栄石 中国銀行	三井住友海上火災保険㈱ ﾌﾙﾓﾄ建機㈱ 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	45	2530	2026-03-12	401860	27,375,240 06860	広島銀行② 車両	㈱ｶｰｽﾞﾄﾞﾛｯﾌﾟｲﾝ MB/Gｸﾗｽ.W1N4653102X0 ㈱ｶｰｽﾞﾄﾞﾛｯﾌﾟｲﾝ MB/Gｸﾗｽ.W1N4653102X0 売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	45	2565	2026-03-12	380712	中銀ｶｰﾄﾞ JCB	SB24431 中国銀行 整備	中銀ｶｰﾄﾞ JCB ㈱ｱｸｾ 高垣圭一朗様 03/16 売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	45	2566	2026-03-12	117612	中銀ｶｰﾄﾞ VISA	中国銀行	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	45	2567	2026-03-12	194799		数料 数料 笠岡信用組合 CB 売内10	三井住友海上火災保険㈱ 代理店保険手 三井住友海上火災保険㈱ 代理店保険手 保険手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	45	2570	2026-03-12	15915		典明様 典明様 中国銀行 預かり法定費用	三井住友海上火災保険㈱ 自賠責 仲本 三井住友海上火災保険㈱ 自賠責 仲本 預り金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	45	2574	2026-03-18	1100	手数料 手数料	笠岡信用組合 課税31 本社 仕共内10	支払手数料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	45	2575	2026-03-18	9283350		C006754 C006754 広島銀行② 車両	ﾌﾟﾚﾐｱ㈱ 斎藤誠様 ﾍﾞﾝﾄﾚｰｺﾝﾁﾈﾝﾀﾙ 3P ﾌﾟﾚﾐｱ㈱ 斎藤誠様 ﾍﾞﾝﾄﾚｰｺﾝﾁﾈﾝﾀﾙ 3P 売掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	45	2599	2026-03-23	15243	ｷｬﾉﾝ ﾏｾﾗﾃｨ ｺﾋﾟｰ使用料 ｷｬﾉﾝ ﾏｾﾗﾃｨ ｺﾋﾟｰ使用料	もみじ福山支店 SMBCキャノン31 ﾏｾﾗﾃｨ福山-車両仕課内10	事務所維持費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	45	2600	2026-03-23	5200		て 2641 て 2641 広島銀行② 預かり法定費用	希望番号 小俣英夫様 北九州 330 希望番号 小俣英夫様 北九州 330 預り金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	45	2601	2026-03-23	31830		雅一様 ｻﾝ開発㈱様 中国銀行	三井住友海上火災保険㈱ 自賠責 谷川 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	45	2602	2026-03-23	55862	本社 支払保険料 三井住友海上34	料 中国銀行	三井住友海上火災保険㈱ 対人対物保険 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	45	2605	2026-03-23	55330	CB リース料（販） その他	ﾓ 中国銀行	ﾘｰｽ ㈱ﾌﾚｯﾁｪﾎﾞｽｺ様 ﾏｾﾗﾃｨ ｸﾞﾗﾝﾄｩﾘｽﾞ 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	46	2606	2026-03-23	33000	SMBC(ﾌﾟﾛﾄｺｰﾎﾟﾚｰｼｮﾝ）2月分 SMBC(ﾌﾟﾛﾄｺｰﾎﾟﾚｰｼｮﾝ）2月分	笠岡信用組合 フ゜ ロトコーホ CB 仕課内10	販売促進費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	46	2650	2026-03-23	122630	CB リース料（販） その他	W82C007437795 中国銀行	ﾘｰｽ ㈱NEO-GRIT様 ｼﾞｬｶﾞｰFﾍﾟｰｽ ZN6C 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	46	2613	2026-03-24	9882700	小俣英夫様 Grecale Trofeo 小俣英夫様 Grecale Trofeo	広島銀行②	仮受金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	46	2611	2026-03-25	300000	職業安定所助成金（藤本吉則さん分） 職業安定所助成金（藤本吉則さん分）	笠岡信用組合 その他 本社 対象外	雑収入	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	46	2626	2026-03-25	220000	ﾘｰｽ ｿﾚｲﾕ Soleil（松尾様）MC20 ﾘｰｽ ｿﾚｲﾕ Soleil（松尾様）MC20	笠岡信用組合 合同会社 Soleil CB 仕課内10	リース料（販）	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	46	2627	2026-03-25	2017000	㈱橋本商事 ㈱橋本商事	笠岡信用組合 橋本商事	買掛金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	46	2620	2026-03-26	3679	まるとく 本社ｺﾋﾟｰ機 まるとく 本社ｺﾋﾟｰ機	もみじ福山支店 その他31 本社 仕共内10	事務所維持費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	46	2621	2026-03-26	3900	中国新聞 中国新聞	もみじ福山支店 本社 仕共内10	新聞図書費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	46	2624	2026-03-26	44261	ｿﾌﾄﾊﾞﾝｸ㈱ 2月分 ｿﾌﾄﾊﾞﾝｸ㈱ 2月分	広島銀行② 本社 仕共内10	通信費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	46	2625	2026-03-26	124750	三井住友海上火災保険㈱ 損害保険 三井住友海上火災保険㈱ 損害保険	笠岡信用組合 三井住友海上34 本社	支払保険料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	46	2628	2026-03-26	10000		広島銀行② その他 本社 対象外	衆議院議員小林史明「励ます会」参加費 衆議院議員小林史明「励ます会」参加費 交際費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	46	2634	2026-03-26	66000		ド会員費 ド会員費 笠岡信用組合 CB 仕課内10	カープレミアクラブディーラー ゴール カープレミアクラブディーラー ゴール 03/27 諸会費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	46	2635	2026-03-26	8000000		11-R8/7/31 11-R8/7/31 笠岡信用組合 笠信 3,300万	手形貸付 短期借入 3,300万円 R8/3/ 手形貸付 短期借入 3,300万円 R8/3/ 短期借入金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	46	2636	2026-03-26	69041		28-R8/7/31 万円 R8/3/28-R8/7/31 笠岡信用組合 支払利息34 本社	手形貸付 短期借入 3,300万円 R8/3/ 戻し利息 手形貸付 短期借入 3,300 支払利息	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	46	2637	2026-03-26	4620	ｶｰｾﾌﾞﾝﾃﾞｼﾞﾌｨｰﾙﾄﾞ ｲﾝｽﾏｰﾄｼｽﾃﾑ ｶｰｾﾌﾞﾝﾃﾞｼﾞﾌｨｰﾙﾄﾞ ｲﾝｽﾏｰﾄｼｽﾃﾑ	もみじ福山支店 CB 仕課内10	業務委託費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	46	2638	2026-03-26	6015	ﾁｭｰﾘｯﾋ生命様 ﾁｭｰﾘｯﾋ生命様	もみじ福山支店 その他34 本社	支払保険料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	46	2639	2026-03-26	27293	ｵﾘｺ ｶｰｻ ｺﾋﾟｰ機 ｵﾘｺ ｶｰｻ ｺﾋﾟｰ機	もみじ福山支店 オリコ複合機31 ｶｰｻ岡山-車両 仕課内8	リース料（販）	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	46	2642	2026-03-26	99000	オリコ.JCM/ジョーカー利用料 オリコ.JCM/ジョーカー利用料	もみじ福山支店 ジョーカー利用料本社 仕共内10	IT費	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	46	2646	2026-03-26	58201	あんしん生命 あんしん生命	もみじ福山支店 あんしん生命34 本社	支払保険料	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	46	2647	2026-03-26	67440	本社 賃借料 住吉町家賃（三和	吉町家賃 もみじ福山支店	DF.ア－クシステムSP 三和地所様 住 諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	46	2649	2026-03-26	12980	USS支払手数料 USS支払手数料	中国銀行 CB 仕課内10	オークション手数	embedded_text
N	Y	140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	46	2653	2026-03-26	500000	広銀本社から資金移動 広銀本社からもみじへ資金移動	もみじ福山支店 広島銀行②	普通預金	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	46	2655	2026-03-30	9570	該当なし EBフリコミ 該当なし EBフリコミ	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	46	2656	2026-03-30	20066	該当なし EBフリコミ 該当なし EBフリコミ	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	46	2657	2026-03-30	36300	該当なし EBフリコミ 該当なし EBフリコミ	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	47	2658	2026-03-30	160000	該当なし EBフリコミ 該当なし EBフリコミ	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	47	2659	2026-03-30	165000	該当なし EBフリコミ 該当なし EBフリコミ	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	47	2660	2026-03-30	2046	該当なし EBフリコミ 該当なし EBフリコミ	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	47	2661	2026-03-30	9480	該当なし EBフリコミ 該当なし EBフリコミ	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	47	2662	2026-03-30	122496	該当なし EBフリコミ 該当なし EBフリコミ	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	47	2663	2026-03-30	48950	該当なし EBフリコミ 該当なし EBフリコミ	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	47	2664	2026-03-30	5409	該当なし EBフリコミ 該当なし EBフリコミ	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	47	2665	2026-03-30	167200	該当なし EBフリコミ 該当なし EBフリコミ	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	47	2666	2026-03-30	198627	該当なし EBフリコミ 該当なし EBフリコミ	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	47	2667	2026-03-30	350372	該当なし EBフリコミ 該当なし EBフリコミ	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	47	2668	2026-03-30	305937	該当なし EBフリコミ 該当なし EBフリコミ	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	47	2669	2026-03-30	9900	該当なし EBフリコミ 該当なし EBフリコミ	広島銀行②	諸口	embedded_text
Y		140Fg34UWrvdYC8Gjo1nr1WmmHXHOCnf3	普通預金.pdf	47	2670	2026-03-30	4224	該当なし EBフリコミ 該当なし EBフリコミ	広島銀行②	諸口	embedded_text
